"","schoolprogram","cutoff","quality","size","schoolname","sssdistrict","ssslong","ssslat"
"8786","51201,Home Economics",276,296.131578947368,38,"DOMPOASE SENIOR HIGH. SCHOOL, DOMPOASE","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"8803","51202,Agriculture",293,315.552631578947,38,"OBUASI SENIOR HIGH./TECH. SCHOOL, OBUASI","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"8806","51202,Business",302,326.296703296703,91,"OBUASI SENIOR HIGH./TECH. SCHOOL, OBUASI","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"8813","51202,General Arts",327,343.288888888889,90,"OBUASI SENIOR HIGH./TECH. SCHOOL, OBUASI","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"8814","51202,General Science",274,321.27,100,"OBUASI SENIOR HIGH./TECH. SCHOOL, OBUASI","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"8816","51202,Home Economics",307,321.516129032258,31,"OBUASI SENIOR HIGH./TECH. SCHOOL, OBUASI","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"8827","51202,Technical",282,305.545816733068,251,"OBUASI SENIOR HIGH./TECH. SCHOOL, OBUASI","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"8833","51203,Agriculture",263,295.975,40,"T.I. AHMAD MUSLIM SENIOR HIGH SCHOOL, FOMENA","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"8836","51203,Business",236,278.633928571429,112,"T.I. AHMAD MUSLIM SENIOR HIGH SCHOOL, FOMENA","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"8843","51203,General Arts",280,302.651376146789,109,"T.I. AHMAD MUSLIM SENIOR HIGH SCHOOL, FOMENA","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"8844","51203,General Science",226,269.571428571429,7,"T.I. AHMAD MUSLIM SENIOR HIGH SCHOOL, FOMENA","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"8866","51204,Business",219,267.267605633803,71,"CHRIST THE KING CATHOLIC SCH., OBUASI","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"8873","51204,General Arts",243,284.104,125,"CHRIST THE KING CATHOLIC SCH., OBUASI","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"8874","51204,General Science",210,263.794871794872,39,"CHRIST THE KING CATHOLIC SCH., OBUASI","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"8876","51204,Home Economics",227,266.528301886792,53,"CHRIST THE KING CATHOLIC SCH., OBUASI","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"8889","51204,Visual Arts",211,264.383333333333,60,"CHRIST THE KING CATHOLIC SCH., OBUASI","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"8893","51205,Agriculture",230,253.5,10,"AKROFUOM SENIOR HIGH/TECHNICAL SCHOOL, AKROFUOM","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"8903","51205,General Arts",220,264.588235294118,17,"AKROFUOM SENIOR HIGH/TECHNICAL SCHOOL, AKROFUOM","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"8906","51205,Home Economics",239,273,8,"AKROFUOM SENIOR HIGH/TECHNICAL SCHOOL, AKROFUOM","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"8917","51205,Technical",222,248.304347826087,23,"AKROFUOM SENIOR HIGH/TECHNICAL SCHOOL, AKROFUOM","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"8919","51205,Visual Arts",221,250.272727272727,11,"AKROFUOM SENIOR HIGH/TECHNICAL SCHOOL, AKROFUOM","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"8923","51206,Agriculture",211,259.318181818182,44,"ASARE BEDIAKO SENIOR HIGH. SCHOOL, AKROKERRI","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"8926","51206,Business",221,270.178571428571,28,"ASARE BEDIAKO SENIOR HIGH. SCHOOL, AKROKERRI","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"8933","51206,General Arts",214,268.811320754717,106,"ASARE BEDIAKO SENIOR HIGH. SCHOOL, AKROKERRI","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"8956","51301,Business",226,256.232142857143,56,"NEW EDUBIASE SENIOR HIGH. SCHOOL, NEW EDUBIASE","Adansi East (New Edubiase)",-1.39652860164642,6.10548162460327
"8963","51301,General Arts",259,283.965517241379,58,"NEW EDUBIASE SENIOR HIGH. SCHOOL, NEW EDUBIASE","Adansi East (New Edubiase)",-1.39652860164642,6.10548162460327
"8964","51301,General Science",216,258.305555555556,36,"NEW EDUBIASE SENIOR HIGH. SCHOOL, NEW EDUBIASE","Adansi East (New Edubiase)",-1.39652860164642,6.10548162460327
"8966","51301,Home Economics",242,269.392857142857,28,"NEW EDUBIASE SENIOR HIGH. SCHOOL, NEW EDUBIASE","Adansi East (New Edubiase)",-1.39652860164642,6.10548162460327
"8983","51302,Agriculture",233,253.95652173913,46,"BODWESANGO SENIOR HIGH. SCHOOL, BODWESANGO","Adansi East (New Edubiase)",-1.39652860164642,6.10548162460327
"8986","51302,Business",241,241,1,"BODWESANGO SENIOR HIGH. SCHOOL, BODWESANGO","Adansi East (New Edubiase)",-1.39652860164642,6.10548162460327
"8993","51302,General Arts",233,249.8,5,"BODWESANGO SENIOR HIGH. SCHOOL, BODWESANGO","Adansi East (New Edubiase)",-1.39652860164642,6.10548162460327
"9013","51401,Agriculture",271,294.755555555556,45,"TEPA SENIOR HIGH SCHOOL, TEPA","Ahafo Ano North (Tepa)",-2.20757961273193,6.90082979202271
"9016","51401,Business",250,278.209302325581,129,"TEPA SENIOR HIGH SCHOOL, TEPA","Ahafo Ano North (Tepa)",-2.20757961273193,6.90082979202271
"9023","51401,General Arts",293,311.208333333333,96,"TEPA SENIOR HIGH SCHOOL, TEPA","Ahafo Ano North (Tepa)",-2.20757961273193,6.90082979202271
"9024","51401,General Science",241,282.082352941176,85,"TEPA SENIOR HIGH SCHOOL, TEPA","Ahafo Ano North (Tepa)",-2.20757961273193,6.90082979202271
"9039","51401,Visual Arts",263,283.391304347826,46,"TEPA SENIOR HIGH SCHOOL, TEPA","Ahafo Ano North (Tepa)",-2.20757961273193,6.90082979202271
"9043","51402,Agriculture",217,242.214285714286,14,"MABANG SENIOR HIGH TECH. SCHOOL, MABANG","Ahafo Ano North (Tepa)",-2.20757961273193,6.90082979202271
"9053","51402,General Arts",211,250.657894736842,38,"MABANG SENIOR HIGH TECH. SCHOOL, MABANG","Ahafo Ano North (Tepa)",-2.20757961273193,6.90082979202271
"9056","51402,Home Economics",228,246.6,10,"MABANG SENIOR HIGH TECH. SCHOOL, MABANG","Ahafo Ano North (Tepa)",-2.20757961273193,6.90082979202271
"9067","51402,Technical",212,248.266666666667,15,"MABANG SENIOR HIGH TECH. SCHOOL, MABANG","Ahafo Ano North (Tepa)",-2.20757961273193,6.90082979202271
"9073","51501,Agriculture",231,257.018518518519,54,"MANKRANSO SENIOR HIGH. SCHOOL, MANKRANSO","Ahafo Ano South (Mankranso)",-1.9891722202301,6.92877149581909
"9083","51501,General Arts",225,258.283185840708,113,"MANKRANSO SENIOR HIGH. SCHOOL, MANKRANSO","Ahafo Ano South (Mankranso)",-1.9891722202301,6.92877149581909
"9099","51501,Visual Arts",212,251.075471698113,53,"MANKRANSO SENIOR HIGH. SCHOOL, MANKRANSO","Ahafo Ano South (Mankranso)",-1.9891722202301,6.92877149581909
"9106","51601,Business",285,307.436170212766,94,"EJISUMAN SENIOR HIGH SCHOOL, EJISU","Ejisu/Juaben (Ejisu)",-1.38873517513275,6.70792675018311
"9113","51601,General Arts",287,307.054347826087,184,"EJISUMAN SENIOR HIGH SCHOOL, EJISU","Ejisu/Juaben (Ejisu)",-1.38873517513275,6.70792675018311
"9114","51601,General Science",278,298.044444444444,45,"EJISUMAN SENIOR HIGH SCHOOL, EJISU","Ejisu/Juaben (Ejisu)",-1.38873517513275,6.70792675018311
"9116","51601,Home Economics",287,309.102040816327,49,"EJISUMAN SENIOR HIGH SCHOOL, EJISU","Ejisu/Juaben (Ejisu)",-1.38873517513275,6.70792675018311
"9129","51601,Visual Arts",293,309.31914893617,47,"EJISUMAN SENIOR HIGH SCHOOL, EJISU","Ejisu/Juaben (Ejisu)",-1.38873517513275,6.70792675018311
"9133","51602,Agriculture",308,321.153846153846,13,"JACHIE-PRAMSO SENIOR HIGH. SCHOOL, JACHIE-PRAMSO","Bosomtwe/Atwima/Kwanwoma (Kuntanase)",-1.56275165081024,6.55932283401489
"9136","51602,Business",280,301.401869158879,107,"JACHIE-PRAMSO SENIOR HIGH. SCHOOL, JACHIE-PRAMSO","Bosomtwe/Atwima/Kwanwoma (Kuntanase)",-1.56275165081024,6.55932283401489
"9143","51602,General Arts",289,309.715846994536,183,"JACHIE-PRAMSO SENIOR HIGH. SCHOOL, JACHIE-PRAMSO","Bosomtwe/Atwima/Kwanwoma (Kuntanase)",-1.56275165081024,6.55932283401489
"9144","51602,General Science",302,315.238095238095,21,"JACHIE-PRAMSO SENIOR HIGH. SCHOOL, JACHIE-PRAMSO","Bosomtwe/Atwima/Kwanwoma (Kuntanase)",-1.56275165081024,6.55932283401489
"9146","51602,Home Economics",303,317.131578947368,38,"JACHIE-PRAMSO SENIOR HIGH. SCHOOL, JACHIE-PRAMSO","Bosomtwe/Atwima/Kwanwoma (Kuntanase)",-1.56275165081024,6.55932283401489
"9159","51602,Visual Arts",304,321.888888888889,36,"JACHIE-PRAMSO SENIOR HIGH. SCHOOL, JACHIE-PRAMSO","Bosomtwe/Atwima/Kwanwoma (Kuntanase)",-1.56275165081024,6.55932283401489
"9163","51603,Agriculture",287,312.19298245614,57,"JUABEN SENIOR HIGH SCHOOL, JUABEN","Ejisu/Juaben (Ejisu)",-1.38873517513275,6.70792675018311
"9166","51603,Business",228,262,20,"JUABEN SENIOR HIGH SCHOOL, JUABEN","Ejisu/Juaben (Ejisu)",-1.38873517513275,6.70792675018311
"9173","51603,General Arts",299,318.130208333333,192,"JUABEN SENIOR HIGH SCHOOL, JUABEN","Ejisu/Juaben (Ejisu)",-1.38873517513275,6.70792675018311
"9174","51603,General Science",273,298.074468085106,94,"JUABEN SENIOR HIGH SCHOOL, JUABEN","Ejisu/Juaben (Ejisu)",-1.38873517513275,6.70792675018311
"9176","51603,Home Economics",301,316.78,50,"JUABEN SENIOR HIGH SCHOOL, JUABEN","Ejisu/Juaben (Ejisu)",-1.38873517513275,6.70792675018311
"9189","51603,Visual Arts",300,317.189655172414,58,"JUABEN SENIOR HIGH SCHOOL, JUABEN","Ejisu/Juaben (Ejisu)",-1.38873517513275,6.70792675018311
"9193","51604,Agriculture",263,281.625,56,"EJISU SENIOR HIGH./TECH. SCHOOL, EJISU","Ejisu/Juaben (Ejisu)",-1.38873517513275,6.70792675018311
"9206","51604,Home Economics",260,279.285714285714,56,"EJISU SENIOR HIGH./TECH. SCHOOL, EJISU","Ejisu/Juaben (Ejisu)",-1.38873517513275,6.70792675018311
"9217","51604,Technical",264,281.406779661017,59,"EJISU SENIOR HIGH./TECH. SCHOOL, EJISU","Ejisu/Juaben (Ejisu)",-1.38873517513275,6.70792675018311
"9219","51604,Visual Arts",265,280.875,56,"EJISU SENIOR HIGH./TECH. SCHOOL, EJISU","Ejisu/Juaben (Ejisu)",-1.38873517513275,6.70792675018311
"9223","51605,Agriculture",214,254.171875,64,"BONWIRE SENIOR HIGH./TECH. SCHOOL, BONWIRE","Ejisu/Juaben (Ejisu)",-1.38873517513275,6.70792675018311
"9233","51605,General Arts",204,256.016326530612,245,"BONWIRE SENIOR HIGH./TECH. SCHOOL, BONWIRE","Ejisu/Juaben (Ejisu)",-1.38873517513275,6.70792675018311
"9236","51605,Home Economics",240,260.472727272727,55,"BONWIRE SENIOR HIGH./TECH. SCHOOL, BONWIRE","Ejisu/Juaben (Ejisu)",-1.38873517513275,6.70792675018311
"9247","51605,Technical",221,247.4,45,"BONWIRE SENIOR HIGH./TECH. SCHOOL, BONWIRE","Ejisu/Juaben (Ejisu)",-1.38873517513275,6.70792675018311
"9253","51606,Agriculture",222,247.317073170732,41,"ACHINAKROM SENIOR HIGH. SCHOOL, ACHINAKROM","Ejisu/Juaben (Ejisu)",-1.38873517513275,6.70792675018311
"9263","51606,General Arts",207,251.757142857143,70,"ACHINAKROM SENIOR HIGH. SCHOOL, ACHINAKROM","Ejisu/Juaben (Ejisu)",-1.38873517513275,6.70792675018311
"9266","51606,Home Economics",217,246.065217391304,46,"ACHINAKROM SENIOR HIGH. SCHOOL, ACHINAKROM","Ejisu/Juaben (Ejisu)",-1.38873517513275,6.70792675018311
"9283","51701,Agriculture",289,316.111111111111,36,"AFUA KOBI AMPEM GIRLS SENIOR HIGH. SCHOOL, TRABUOM","Bosomtwe/Atwima/Kwanwoma (Kuntanase)",-1.56275165081024,6.55932283401489
"9286","51701,Business",334,346.8,75,"AFUA KOBI AMPEM GIRLS SENIOR HIGH. SCHOOL, TRABUOM","Bosomtwe/Atwima/Kwanwoma (Kuntanase)",-1.56275165081024,6.55932283401489
"9293","51701,General Arts",352,364.973684210526,76,"AFUA KOBI AMPEM GIRLS SENIOR HIGH. SCHOOL, TRABUOM","Bosomtwe/Atwima/Kwanwoma (Kuntanase)",-1.56275165081024,6.55932283401489
"9294","51701,General Science",278,320.946902654867,113,"AFUA KOBI AMPEM GIRLS SENIOR HIGH. SCHOOL, TRABUOM","Bosomtwe/Atwima/Kwanwoma (Kuntanase)",-1.56275165081024,6.55932283401489
"9296","51701,Home Economics",349,362.564102564103,39,"AFUA KOBI AMPEM GIRLS SENIOR HIGH. SCHOOL, TRABUOM","Bosomtwe/Atwima/Kwanwoma (Kuntanase)",-1.56275165081024,6.55932283401489
"9309","51701,Visual Arts",320,334.552631578947,38,"AFUA KOBI AMPEM GIRLS SENIOR HIGH. SCHOOL, TRABUOM","Bosomtwe/Atwima/Kwanwoma (Kuntanase)",-1.56275165081024,6.55932283401489
"9313","51702,Agriculture",213,257.807692307692,26,"BEPOSO SENIOR HIGH SCHOOL, BEPOSO","Bosomtwe/Atwima/Kwanwoma (Kuntanase)",-1.56275165081024,6.55932283401489
"9316","51702,Business",222,266.84375,32,"BEPOSO SENIOR HIGH SCHOOL, BEPOSO","Bosomtwe/Atwima/Kwanwoma (Kuntanase)",-1.56275165081024,6.55932283401489
"9323","51702,General Arts",211,258.734375,64,"BEPOSO SENIOR HIGH SCHOOL, BEPOSO","Bosomtwe/Atwima/Kwanwoma (Kuntanase)",-1.56275165081024,6.55932283401489
"9346","51801,Business",287,308.331550802139,187,"EFFIDUASE SENIOR HIGH. COMM. SCHOOL, EFFIDUASE","Sekyere East (Effiduase)",-0.844235956668854,7.21082878112793
"9353","51801,General Arts",292,309.171122994652,187,"EFFIDUASE SENIOR HIGH. COMM. SCHOOL, EFFIDUASE","Sekyere East (Effiduase)",-0.844235956668854,7.21082878112793
"9356","51801,Home Economics",299,315.689655172414,29,"EFFIDUASE SENIOR HIGH. COMM. SCHOOL, EFFIDUASE","Sekyere East (Effiduase)",-0.844235956668854,7.21082878112793
"9369","51801,Visual Arts",296,312.133333333333,30,"EFFIDUASE SENIOR HIGH. COMM. SCHOOL, EFFIDUASE","Sekyere East (Effiduase)",-0.844235956668854,7.21082878112793
"9373","51802,Agriculture",291,306.96875,32,"TWENEBOA KODUA SENIOR HIGH. SCH., KUMAWU","Sekyere East (Effiduase)",-0.844235956668854,7.21082878112793
"9376","51802,Business",287,310.401785714286,112,"TWENEBOA KODUA SENIOR HIGH. SCH., KUMAWU","Sekyere East (Effiduase)",-0.844235956668854,7.21082878112793
"9383","51802,General Arts",310,326.991304347826,115,"TWENEBOA KODUA SENIOR HIGH. SCH., KUMAWU","Sekyere East (Effiduase)",-0.844235956668854,7.21082878112793
"9384","51802,General Science",283,317.210526315789,76,"TWENEBOA KODUA SENIOR HIGH. SCH., KUMAWU","Sekyere East (Effiduase)",-0.844235956668854,7.21082878112793
"9386","51802,Home Economics",282,301.717948717949,78,"TWENEBOA KODUA SENIOR HIGH. SCH., KUMAWU","Sekyere East (Effiduase)",-0.844235956668854,7.21082878112793
"9399","51802,Visual Arts",284,301.824324324324,74,"TWENEBOA KODUA SENIOR HIGH. SCH., KUMAWU","Sekyere East (Effiduase)",-0.844235956668854,7.21082878112793
"9406","51803,Business",216,264.822784810127,79,"T.I. AHMAD. SENIOR HIGH SCHOOL, ASOKORE","Sekyere East (Effiduase)",-0.844235956668854,7.21082878112793
"9413","51803,General Arts",234,274.803418803419,117,"T.I. AHMAD. SENIOR HIGH SCHOOL, ASOKORE","Sekyere East (Effiduase)",-0.844235956668854,7.21082878112793
"9414","51803,General Science",223,267.041666666667,24,"T.I. AHMAD. SENIOR HIGH SCHOOL, ASOKORE","Sekyere East (Effiduase)",-0.844235956668854,7.21082878112793
"9416","51803,Home Economics",264,292.166666666667,30,"T.I. AHMAD. SENIOR HIGH SCHOOL, ASOKORE","Sekyere East (Effiduase)",-0.844235956668854,7.21082878112793
"9429","51803,Visual Arts",215,257.103448275862,29,"T.I. AHMAD. SENIOR HIGH SCHOOL, ASOKORE","Sekyere East (Effiduase)",-0.844235956668854,7.21082878112793
"9433","51804,Agriculture",236,260.810126582278,79,"DADEASE AGRIC. SENIOR HIGH. SCHOOL, DADEASE","Sekyere East (Effiduase)",-0.844235956668854,7.21082878112793
"9436","51804,Business",217,252.978260869565,46,"DADEASE AGRIC. SENIOR HIGH. SCHOOL, DADEASE","Sekyere East (Effiduase)",-0.844235956668854,7.21082878112793
"9443","51804,General Arts",208,250.87037037037,108,"DADEASE AGRIC. SENIOR HIGH. SCHOOL, DADEASE","Sekyere East (Effiduase)",-0.844235956668854,7.21082878112793
"9466","60101,Business",282,304.963636363636,55,"TWENE AMANFO SENIOR HIGH & TECHNICAL","Sunyani",-2.3274233341217,7.34467792510986
"9473","60101,General Arts",293,314.128440366972,109,"TWENE AMANFO SENIOR HIGH & TECHNICAL","Sunyani",-2.3274233341217,7.34467792510986
"9474","60101,General Science",266,297.679245283019,53,"TWENE AMANFO SENIOR HIGH & TECHNICAL","Sunyani",-2.3274233341217,7.34467792510986
"9476","60101,Home Economics",251,269.152173913043,46,"TWENE AMANFO SENIOR HIGH & TECHNICAL","Sunyani",-2.3274233341217,7.34467792510986
"9487","60101,Technical",284,302.625,48,"TWENE AMANFO SENIOR HIGH & TECHNICAL","Sunyani",-2.3274233341217,7.34467792510986
"9489","60101,Visual Arts",271,297.775510204082,49,"TWENE AMANFO SENIOR HIGH & TECHNICAL","Sunyani",-2.3274233341217,7.34467792510986
"9493","60102,Agriculture",219,251.024390243902,41,"CHIRAA SENIOR HIGH SCHOOL, CHIRAA","Sunyani",-2.3274233341217,7.34467792510986
"9496","60102,Business",215,255.888888888889,54,"CHIRAA SENIOR HIGH SCHOOL, CHIRAA","Sunyani",-2.3274233341217,7.34467792510986
"9503","60102,General Arts",217,262.9,110,"CHIRAA SENIOR HIGH SCHOOL, CHIRAA","Sunyani",-2.3274233341217,7.34467792510986
"9523","60103,Agriculture",243,272.285714285714,49,"ODOMASEMAN DAY SENIOR HIGH. SCHOOL, ODOMASE","Sunyani",-2.3274233341217,7.34467792510986
"9533","60103,General Arts",224,261.993333333333,150,"ODOMASEMAN DAY SENIOR HIGH. SCHOOL, ODOMASE","Sunyani",-2.3274233341217,7.34467792510986
"9534","60103,General Science",227,280.619047619048,21,"ODOMASEMAN DAY SENIOR HIGH. SCHOOL, ODOMASE","Sunyani",-2.3274233341217,7.34467792510986
"9536","60103,Home Economics",215,253.925,40,"ODOMASEMAN DAY SENIOR HIGH. SCHOOL, ODOMASE","Sunyani",-2.3274233341217,7.34467792510986
"9549","60103,Visual Arts",218,256.222222222222,45,"ODOMASEMAN DAY SENIOR HIGH. SCHOOL, ODOMASE","Sunyani",-2.3274233341217,7.34467792510986
"9553","60104,Agriculture",338,353.0625,48,"SUNYANI SENIOR HIGH SCHOOL, SUNYANI","Sunyani",-2.3274233341217,7.34467792510986
"9556","60104,Business",332,348.744827586207,145,"SUNYANI SENIOR HIGH SCHOOL, SUNYANI","Sunyani",-2.3274233341217,7.34467792510986
"9563","60104,General Arts",350,362.262068965517,145,"SUNYANI SENIOR HIGH SCHOOL, SUNYANI","Sunyani",-2.3274233341217,7.34467792510986
"9564","60104,General Science",356,371.212765957447,94,"SUNYANI SENIOR HIGH SCHOOL, SUNYANI","Sunyani",-2.3274233341217,7.34467792510986
"9566","60104,Home Economics",339,349.88,25,"SUNYANI SENIOR HIGH SCHOOL, SUNYANI","Sunyani",-2.3274233341217,7.34467792510986
"9579","60104,Visual Arts",344,355.88,25,"SUNYANI SENIOR HIGH SCHOOL, SUNYANI","Sunyani",-2.3274233341217,7.34467792510986
"9583","60105,Agriculture",202,258.166666666667,48,"SACRED HEART SENIOR HIGH. SCHOOL, NSOATRE","Sunyani",-2.3274233341217,7.34467792510986
"9586","60105,Business",244,267.36170212766,47,"SACRED HEART SENIOR HIGH. SCHOOL, NSOATRE","Sunyani",-2.3274233341217,7.34467792510986
"9593","60105,General Arts",266,290.326315789474,95,"SACRED HEART SENIOR HIGH. SCHOOL, NSOATRE","Sunyani",-2.3274233341217,7.34467792510986
"9594","60105,General Science",232,291.979591836735,49,"SACRED HEART SENIOR HIGH. SCHOOL, NSOATRE","Sunyani",-2.3274233341217,7.34467792510986
"9596","60105,Home Economics",246,272.816326530612,49,"SACRED HEART SENIOR HIGH. SCHOOL, NSOATRE","Sunyani",-2.3274233341217,7.34467792510986
"9613","60106,Agriculture",362,373.6,20,"ST. JAMES SEMINARY & SENIOR HIGH. SCHOOL, ABESIM","Sunyani",-2.3274233341217,7.34467792510986
"9616","60106,Business",363,379.404255319149,47,"ST. JAMES SEMINARY & SENIOR HIGH. SCHOOL, ABESIM","Sunyani",-2.3274233341217,7.34467792510986
"9623","60106,General Arts",370,383.537037037037,54,"ST. JAMES SEMINARY & SENIOR HIGH. SCHOOL, ABESIM","Sunyani",-2.3274233341217,7.34467792510986
"9624","60106,General Science",385,399.594202898551,69,"ST. JAMES SEMINARY & SENIOR HIGH. SCHOOL, ABESIM","Sunyani",-2.3274233341217,7.34467792510986
"9646","60107,Business",303,333.238805970149,67,"NOTRE DAME GIRLS SENIOR HIGH. SCHOOL, SUNYANI","Sunyani",-2.3274233341217,7.34467792510986
"9653","60107,General Arts",346,364.782608695652,69,"NOTRE DAME GIRLS SENIOR HIGH. SCHOOL, SUNYANI","Sunyani",-2.3274233341217,7.34467792510986
"9654","60107,General Science",343,359.025641025641,39,"NOTRE DAME GIRLS SENIOR HIGH. SCHOOL, SUNYANI","Sunyani",-2.3274233341217,7.34467792510986
"9675","60201,Agriculture",302,323.44,50,"PRESBY SENIOR HIGH. SCHOOL, BECHEM","Tano (Bechem)",-2.02141523361206,7.18365907669067
"9678","60201,Business",295,321,100,"PRESBY SENIOR HIGH. SCHOOL, BECHEM","Tano (Bechem)",-2.02141523361206,7.18365907669067
"9685","60201,General Arts",320,334.808219178082,146,"PRESBY SENIOR HIGH. SCHOOL, BECHEM","Tano (Bechem)",-2.02141523361206,7.18365907669067
"9686","60201,General Science",298,326.092783505155,97,"PRESBY SENIOR HIGH. SCHOOL, BECHEM","Tano (Bechem)",-2.02141523361206,7.18365907669067
"9688","60201,Home Economics",285,306.3125,48,"PRESBY SENIOR HIGH. SCHOOL, BECHEM","Tano (Bechem)",-2.02141523361206,7.18365907669067
"9701","60201,Visual Arts",282,302.632653061225,49,"PRESBY SENIOR HIGH. SCHOOL, BECHEM","Tano (Bechem)",-2.02141523361206,7.18365907669067
